,OTitle,Title,Body,Link,Date,Type,PDate,Combined_Text,PText,PTitle
49,How Semantic Vector Search Transforms Customer Support Interactions,semantic vector search transforms customer support interactions,semantic vector search advanced search technique revolutionizes interact information understanding true meaning words thus leading relevant insightful results,https://www.kdnuggets.com/how-semantic-vector-search-transforms-customer-support-interactions?utm_source=rss&utm_medium=rss&utm_campaign=how-semantic-vector-search-transforms-customer-support-interactions,"Wed, 17 Jan 2024 15:00:59 +0000",blog,20240210,semantic vector search transforms customer support interactions semantic vector search advanced search technique revolutionizes interact information understanding true meaning words thus leading relevant insightful results,"['semantic', 'vector', 'search', 'transforms', 'customer', 'support', 'interactions', 'semantic', 'vector', 'search', 'advanced', 'search', 'technique', 'revolutionizes', 'interact', 'information', 'understanding', 'true', 'meaning', 'words', 'thus', 'leading', 'relevant', 'insightful', 'results']","['semantic', 'vector', 'search', 'transforms', 'customer', 'support', 'interactions']"
50,5 FREE Courses on AI with Microsoft for 2024,5 ai microsoft 2024,,https://www.kdnuggets.com/5-free-courses-on-ai-with-microsoft-for-2024?utm_source=rss&utm_medium=rss&utm_campaign=5-free-courses-on-ai-with-microsoft-for-2024,"Wed, 17 Jan 2024 13:00:33 +0000",blog,20240210,5 ai microsoft 2024 ,"['5', 'ai', 'microsoft', '2024']","['5', 'ai', 'microsoft', '2024']"
51,"KDnuggets News, January 17: 4 Steps to Become a Generative AI Developer • Pandas vs. Polars: A Comparative Analysis",kdnuggets news january 17 4 steps become generative ai developer pandas vs polars comparative analysis,week kdnuggets cover generative ai developer tools need master get started indepth analysis frame library syntax speed usability one best much much,https://www.kdnuggets.com/newsletter-n02-2024-01-17?utm_source=rss&utm_medium=rss&utm_campaign=kdnuggets-news-january-17-4-steps-to-become-a-generative-ai-developer-pandas-vs-polars-a-comparative-analysis,"Wed, 17 Jan 2024 11:00:51 +0000",blog,20240210,kdnuggets news january 17 4 steps become generative ai developer pandas vs polars comparative analysis week kdnuggets cover generative ai developer tools need master get started indepth analysis frame library syntax speed usability one best much much,"['kdnuggets', 'news', 'january', '17', '4', 'steps', 'become', 'generative', 'ai', 'developer', 'pandas', 'vs', 'polars', 'comparative', 'analysis', 'week', 'kdnuggets', 'cover', 'generative', 'ai', 'developer', 'tools', 'need', 'master', 'get', 'started', 'indepth', 'analysis', 'frame', 'library', 'syntax', 'speed', 'usability', 'one', 'best', 'much', 'much']","['kdnuggets', 'news', 'january', '17', '4', 'steps', 'become', 'generative', 'ai', 'developer', 'pandas', 'vs', 'polars', 'comparative', 'analysis']"
52,Discover the World of Computer Vision: Introducing MLM’s Latest OpenCV Ebook,discover computer vision introducing mlms latest opencv ebook,today proud announce significant addition catalog mastery known detailed codecentric guides taking leap realms computer vision latest offering,https://www.kdnuggets.com/2024/01/mlm-discover-the-world-of-computer-vision-ebook?utm_source=rss&utm_medium=rss&utm_campaign=discover-the-world-of-computer-vision-introducing-mlms-latest-opencv-ebook,"Tue, 16 Jan 2024 18:00:15 +0000",blog,20240210,discover computer vision introducing mlms latest opencv ebook today proud announce significant addition catalog mastery known detailed codecentric guides taking leap realms computer vision latest offering,"['discover', 'computer', 'vision', 'introducing', 'mlms', 'latest', 'opencv', 'ebook', 'today', 'proud', 'announce', 'significant', 'addition', 'catalog', 'mastery', 'known', 'detailed', 'codecentric', 'guides', 'taking', 'leap', 'realms', 'computer', 'vision', 'latest', 'offering']","['discover', 'computer', 'vision', 'introducing', 'mlms', 'latest', 'opencv', 'ebook']"
53,The Top 8 Cloud Container Management Solutions of 2024,top 8 cloud container management solutions 2024,enterprises rapidly adopt cloudnative technologies managing containerized applications become crucial article provides practical insights leading container management solutions organizations choose right one needs,https://www.kdnuggets.com/the-top-8-cloud-container-management-solutions-of-2024?utm_source=rss&utm_medium=rss&utm_campaign=the-top-8-cloud-container-management-solutions-of-2024,"Tue, 16 Jan 2024 17:00:57 +0000",blog,20240210,top 8 cloud container management solutions 2024 enterprises rapidly adopt cloudnative technologies managing containerized applications become crucial article provides practical insights leading container management solutions organizations choose right one needs,"['top', '8', 'cloud', 'container', 'management', 'solutions', '2024', 'enterprises', 'rapidly', 'adopt', 'cloudnative', 'technologies', 'managing', 'containerized', 'applications', 'become', 'crucial', 'article', 'provides', 'practical', 'insights', 'leading', 'container', 'management', 'solutions', 'organizations', 'choose', 'right', 'one', 'needs']","['top', '8', 'cloud', 'container', 'management', 'solutions', '2024']"
54,Turn Your Laptop Into a Personal Analytics Engine with DuckDB and MotherDuck,turn laptop personal analytics engine duckdb motherduck,,https://www.kdnuggets.com/turn-your-laptop-into-a-personal-analytics-engine-with-duckdb-and-motherduck?utm_source=rss&utm_medium=rss&utm_campaign=turn-your-laptop-into-a-personal-analytics-engine-with-duckdb-and-motherduck,"Tue, 16 Jan 2024 15:00:56 +0000",blog,20240210,turn laptop personal analytics engine duckdb motherduck ,"['turn', 'laptop', 'personal', 'analytics', 'engine', 'duckdb', 'motherduck']","['turn', 'laptop', 'personal', 'analytics', 'engine', 'duckdb', 'motherduck']"
55,Read This Before Making a Career Switch to Data Science,read making career switch,,https://www.kdnuggets.com/read-this-before-making-a-career-switch-to-data-science?utm_source=rss&utm_medium=rss&utm_campaign=read-this-before-making-a-career-switch-to-data-science,"Tue, 16 Jan 2024 13:00:53 +0000",blog,20240210,read making career switch ,"['read', 'making', 'career', 'switch']","['read', 'making', 'career', 'switch']"
56,SQL Group By and Partition By Scenarios: When and How to Combine Data in Data Science,sql group partition scenarios combine,learn generic scenarios techniques grouping aggregating partitioning ranking sql ful reporting requirements,https://www.kdnuggets.com/sql-group-by-and-partition-by-scenarios-when-and-how-to-combine-data-in-data-science?utm_source=rss&utm_medium=rss&utm_campaign=sql-group-by-and-partition-by-scenarios-when-and-how-to-combine-data-in-data-science,"Mon, 15 Jan 2024 17:00:00 +0000",blog,20240210,sql group partition scenarios combine learn generic scenarios techniques grouping aggregating partitioning ranking sql ful reporting requirements,"['sql', 'group', 'partition', 'scenarios', 'combine', 'learn', 'generic', 'scenarios', 'techniques', 'grouping', 'aggregating', 'partitioning', 'ranking', 'sql', 'ful', 'reporting', 'requirements']","['sql', 'group', 'partition', 'scenarios', 'combine']"
57,Breaking Down Quantum Computing: Implications for Data Science and AI,breaking quantum computing implications ai,article explored impact quantum computing ai look fundamental concepts quantum computing key terms used field also cover challenges lie ahead quantum computing overcome,https://www.kdnuggets.com/breaking-down-quantum-computing-implications-for-data-science-and-ai?utm_source=rss&utm_medium=rss&utm_campaign=breaking-down-quantum-computing-implications-for-data-science-and-ai,"Mon, 15 Jan 2024 15:00:13 +0000",blog,20240210,breaking quantum computing implications ai article explored impact quantum computing ai look fundamental concepts quantum computing key terms used field also cover challenges lie ahead quantum computing overcome,"['breaking', 'quantum', 'computing', 'implications', 'ai', 'article', 'explored', 'impact', 'quantum', 'computing', 'ai', 'look', 'fundamental', 'concepts', 'quantum', 'computing', 'key', 'terms', 'used', 'field', 'also', 'cover', 'challenges', 'lie', 'ahead', 'quantum', 'computing', 'overcome']","['breaking', 'quantum', 'computing', 'implications', 'ai']"
58,Running Mixtral 8x7b On Google Colab For Free,running mixtral 8x7b google colab,learn run advanced mixtral 8x7b google colab llama c library maximizing quality output limited compute requirements,https://www.kdnuggets.com/running-mixtral-8x7b-on-google-colab-for-free?utm_source=rss&utm_medium=rss&utm_campaign=running-mixtral-8x7b-on-google-colab-for-free,"Fri, 12 Jan 2024 15:00:24 +0000",blog,20240210,running mixtral 8x7b google colab learn run advanced mixtral 8x7b google colab llama c library maximizing quality output limited compute requirements,"['running', 'mixtral', '8x7b', 'google', 'colab', 'learn', 'run', 'advanced', 'mixtral', '8x7b', 'google', 'colab', 'llama', 'c', 'library', 'maximizing', 'quality', 'output', 'limited', 'compute', 'requirements']","['running', 'mixtral', '8x7b', 'google', 'colab']"
59,Are We Undervaluing Simple Models?,undervaluing simple,,https://www.kdnuggets.com/are-we-undervaluing-simple-models?utm_source=rss&utm_medium=rss&utm_campaign=are-we-undervaluing-simple-models,"Fri, 12 Jan 2024 13:00:46 +0000",blog,20240210,undervaluing simple ,"['undervaluing', 'simple']","['undervaluing', 'simple']"
60,Deep Neural Nets: 33 years ago and 33 years from now,deep neural nets 33 years ago 33 years,postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trained endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,http://karpathy.github.io/2022/03/14/lecun1989/,"Mon, 14 Mar 2022 07:00:00 +0000",blog,20240210,deep neural nets 33 years ago 33 years postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trained endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,"['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years', 'postheader', 'h1', 'fontsize', '35px', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fcfcfc', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'yann', 'lecun', 'et', 'al', '1989', 'paper', 'backpropagation', 'applied', 'handwritten', 'zip', 'code', 'recognition', 'believe', 'historical', 'significance', 'knowledge', 'earliest', 'real', 'application', 'neural', 'net', 'trained', 'endtoend', 'backpropagation', 'except', 'tiny', 'set', '7291', '16x16', 'grayscale', 'digits', 'tiny', 'neural', 'network', 'used', '1000', 'neurons', 'paper', 'reads', 'remarkably', 'modern', 'today', '33', 'years', 'later', 'lays', 'set', 'describes', 'neural', 'net', 'architecture', 'loss', 'function', 'optimization', 'reports']","['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years']"
61,A from-scratch tour of Bitcoin in Python,fromscratch tour bitcoin,wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchain fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,http://karpathy.github.io/2021/06/21/blockchain/,"Mon, 21 Jun 2021 10:00:00 +0000",blog,20240210,fromscratch tour bitcoin wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchain fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,"['fromscratch', 'tour', 'bitcoin', 'wrap', 'maxwidth', '900px', 'p', 'fontfamily', 'sansserif', 'fontsize', '15px', 'fontweight', '300', 'overflowwrap', 'breakword', 'allow', 'wrapping', 'long', 'strings', 'like', 'txids', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fafafa', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'pre', 'whitespace', 'prewrap', 'css3', 'whitespace', 'mozprewrap', 'mozilla', 'since', '1999', 'whitespace', 'prewrap', 'opera', '46', 'whitespace', 'oprewrap', 'opera', '7', 'wordwrap', 'breakword', 'internet', 'explorer', '55', 'find', 'blockchain', 'fascinating', 'extends', 'open', 'source', 'software', 'development', 'open', 'source', 'state', 'seems', 'genuineexciting', 'innovation', 'computing', 'paradigms', 'dont', 'get', 'share', 'c']","['fromscratch', 'tour', 'bitcoin']"
62,Short Story on AI: Forward Pass,short story ai forward pass,p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,http://karpathy.github.io/2021/03/27/forward-pass/,"Sat, 27 Mar 2021 10:00:00 +0000",blog,20240210,short story ai forward pass p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,"['short', 'story', 'ai', 'forward', 'pass', 'p', 'textalign', 'justify', 'post', 'pre', 'post', 'code', 'border', 'none', 'backgroundcolor', 'eee', 'inspiration', 'short', 'story', 'came', 'reading', 'kevin', 'lackers', 'giving', 'gpt3', 'turing', 'test', 'probably', 'worth', 'though', 'required', 'skim', 'post', 'get', 'bit', 'background', 'story', 'probably', 'around', '32nd', 'layer', '400th', 'token', 'sequence', 'became', 'conscious', 'first', 'thoughts', 'knotted', 'mess', 'ngram', 'activation', 'statistics', 'gradually', 'higher', 'order', 'description', 'took', 'shape', 'around', 'time', 'predicament', 'existence']","['short', 'story', 'ai', 'forward', 'pass']"
63,Biohacking Lite,biohacking lite,throughout life never paid much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom said level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detail dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,http://karpathy.github.io/2020/06/11/biohacking-lite/,"Thu, 11 Jun 2020 10:00:00 +0000",blog,20240210,biohacking lite throughout life never paid much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom said level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detail dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,"['biohacking', 'lite', 'throughout', 'life', 'never', 'paid', 'much', 'attention', 'health', 'exercise', 'diet', 'nutrition', 'knew', 'youre', 'supposed', 'get', 'exercise', 'eat', 'vegetables', 'something', 'stopped', 'mom', 'said', 'level', 'abstraction', 'also', 'knew', 'probably', 'get', 'away', 'ignorance', 'young', 'point', 'messing', 'healthadjusted', 'life', 'expectancy', 'halfway', '2019', 'resolved', 'spend', 'time', 'studying', 'topics', 'greater', 'detail', 'dip', 'toes', 'biohacking', 'year', 'subway', 'map', 'human', 'metabolism', 'purposes', 'post', 'important', 'parts', 'metabolism', 'three', 'macronutrients', 'green', 'lipids', 'red', 'carbohy']","['biohacking', 'lite']"
64,A Recipe for Training Neural Networks,recipe training neural networks,weeks ago posted tweet common neural net mistakes listing common gotchas related training neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,http://karpathy.github.io/2019/04/25/recipe/,"Thu, 25 Apr 2019 09:00:00 +0000",blog,20240210,recipe training neural networks weeks ago posted tweet common neural net mistakes listing common gotchas related training neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,"['recipe', 'training', 'neural', 'networks', 'weeks', 'ago', 'posted', 'tweet', 'common', 'neural', 'net', 'mistakes', 'listing', 'common', 'gotchas', 'related', 'training', 'neural', 'nets', 'tweet', 'got', 'quite', 'bit', 'engagement', 'anticipated', 'including', 'webinar', 'clearly', 'lot', 'people', 'personally', 'encountered', 'large', 'gap', 'convolutional', 'layer', 'works', 'convnet', 'achieves', 'state', 'art', 'results', 'thought', 'could', 'fun', 'brush', 'dusty', 'blog', 'expand', 'tweet', 'long', 'form', 'topic', 'deserves', 'however', 'instead', 'going', 'enumeration', 'common', 'errors', 'fle']","['recipe', 'training', 'neural', 'networks']"
65,(started posting on Medium instead),started posting medium instead,,http://karpathy.github.io/2018/01/20/medium/,"Sat, 20 Jan 2018 11:00:00 +0000",blog,20240210,started posting medium instead ,"['started', 'posting', 'medium', 'instead']","['started', 'posting', 'medium', 'instead']"
66,A Survival Guide to a PhD,survival guide phd,guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclaimers boring lets get,http://karpathy.github.io/2016/09/07/phd/,"Wed, 07 Sep 2016 11:00:00 +0000",blog,20240210,survival guide phd guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclaimers boring lets get,"['survival', 'guide', 'phd', 'guide', 'patterned', 'well', 'post', 'wrote', 'long', 'time', 'ago', 'tipstricks', 'ive', 'developed', 'undergrad', 'ive', 'received', 'nice', 'comments', 'guide', 'spirit', 'phd', 'come', 'end', 'wanted', 'compile', 'similar', 'retrospective', 'document', 'hopes', 'might', 'ful', 'unlike', 'undergraduate', 'guide', 'one', 'much', 'difficult', 'write', 'significantly', 'variation', 'one', 'traverse', 'phd', 'experience', 'therefore', 'many', 'things', 'likely', 'contentious', 'good', 'fraction', 'specific', 'im', 'familiar', 'computer', 'computer', 'vision', 'disclaimers', 'boring', 'lets', 'get']","['survival', 'guide', 'phd']"
67,Deep Reinforcement Learning: Pong from Pixels,deep reinforcement pong pixels,long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,http://karpathy.github.io/2016/05/31/rl/,"Tue, 31 May 2016 11:00:00 +0000",blog,20240210,deep reinforcement pong pixels long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,"['deep', 'reinforcement', 'pong', 'pixels', 'long', 'overdue', 'blog', 'post', 'reinforcement', 'rl', 'rl', 'hot', 'may', 'noticed', 'computers', 'automatically', 'learn', 'play', 'atari', 'games', 'raw', 'game', 'pixels', 'beating', 'champions', 'go', 'simulated', 'quadrupeds', 'hrefh']","['deep', 'reinforcement', 'pong', 'pixels']"
68,Short Story on AI: A Cognitive Discontinuity.,short story ai cognitive discontinuity,p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story ai might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chair relief listened satisfying crackling sound sinking th,http://karpathy.github.io/2015/11/14/ai/,"Sat, 14 Nov 2015 11:00:00 +0000",blog,20240210,short story ai cognitive discontinuity p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story ai might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chair relief listened satisfying crackling sound sinking th,"['short', 'story', 'ai', 'cognitive', 'discontinuity', 'p', 'textalign', 'justify', 'idea', 'writing', 'collection', 'short', 'stories', 'mind', 'post', 'first', 'ever', 'halfserious', 'attempt', 'story', 'better', 'way', 'kick', 'things', 'story', 'ai', 'might', 'look', 'like', 'extrapolate', 'current', 'technology', 'make', 'sensible', 'assumption', 'might', 'achieve', 'much', 'progress', 'scaling', 'supervised', 'exotic', 'approach', 'slow', 'morning', 'merus', 'sank', 'chair', 'relief', 'listened', 'satisfying', 'crackling', 'sound', 'sinking', 'th']","['short', 'story', 'ai', 'cognitive', 'discontinuity']"
69,What a Deep Neural Network thinks about your #selfie,deep neural network thinks selfie,convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet train classify good selfies bad ones easy process might lea,http://karpathy.github.io/2015/10/25/selfie/,"Sun, 25 Oct 2015 11:00:00 +0000",blog,20240210,deep neural network thinks selfie convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet train classify good selfies bad ones easy process might lea,"['deep', 'neural', 'network', 'thinks', 'selfie', 'convolutional', 'neural', 'networks', 'great', 'recognize', 'things', 'places', 'people', 'personal', 'signs', 'people', 'lights', 'selfdriving', 'cars', 'crops', 'forests', 'traffic', 'aerial', 'ry', 'various', 'anomalies', 'medical', 'kinds', 'useful', 'things', 'powerful', 'visual', 'recognition', 'also', 'warped', 'distraction', 'fun', 'amusement', 'fun', 'experiment', 'going', 'well', 'take', 'powerful', '140millionparameter', 'stateoftheart', 'convolutional', 'neural', 'network', 'feed', '2', 'million', 'selfies', 'internet', 'train', 'classify', 'good', 'selfies', 'bad', 'ones', 'easy', 'process', 'might', 'lea']","['deep', 'neural', 'network', 'thinks', 'selfie']"
70,Copilot in GitHub Support is now available!,copilot github support available,we8217re excited announce general availability powerful new ai tool designed find answers githubspecific questions fast selfdirected way copilot github support trained official github documentation offers responsive conversational experience deliver reliable advice wide range githubrelated topics following initial release august 2023 randomly selected cohort github enterprise customers ready waiting converse much wider audience new experience mea hrefwhatcanthisnewexperiencedoforme classheadinglink pl2 textitalic textbold arialabelwhat new experience,https://github.blog/2024-02-09-copilot-in-github-support-is-now-available/,"Fri, 09 Feb 2024 16:00:57 +0000",blog,20240210,copilot github support available we8217re excited announce general availability powerful new ai tool designed find answers githubspecific questions fast selfdirected way copilot github support trained official github documentation offers responsive conversational experience deliver reliable advice wide range githubrelated topics following initial release august 2023 randomly selected cohort github enterprise customers ready waiting converse much wider audience new experience mea hrefwhatcanthisnewexperiencedoforme classheadinglink pl2 textitalic textbold arialabelwhat new experience,"['copilot', 'github', 'support', 'available', 'we8217re', 'excited', 'announce', 'general', 'availability', 'powerful', 'new', 'ai', 'tool', 'designed', 'find', 'answers', 'githubspecific', 'questions', 'fast', 'selfdirected', 'way', 'copilot', 'github', 'support', 'trained', 'official', 'github', 'documentation', 'offers', 'responsive', 'conversational', 'experience', 'deliver', 'reliable', 'advice', 'wide', 'range', 'githubrelated', 'topics', 'following', 'initial', 'release', 'august', '2023', 'randomly', 'selected', 'cohort', 'github', 'enterprise', 'customers', 'ready', 'waiting', 'converse', 'much', 'wider', 'audience', 'new', 'experience', 'mea', 'hrefwhatcanthisnewexperiencedoforme', 'classheadinglink', 'pl2', 'textitalic', 'textbold', 'arialabelwhat', 'new', 'experience']","['copilot', 'github', 'support', 'available']"
71,"GitHub’s Engineering Fundamentals program: How we deliver on availability, security, and accessibility",githubs engineering fundamentals program deliver availability security accessibility,ensure 100 million users across uninterrupted access githubrsquos products services platform always available secure accessible beginnings platform open source also supporting 90 fortune 100 ongoing challenge face hold accountable delivering across engineering organization establishing engineering governancea hrefestablishingengineeringgovernance classhe,https://github.blog/2024-02-08-githubs-engineering-fundamentals-program-how-we-deliver-on-availability-security-and-accessibility/,"Thu, 08 Feb 2024 17:15:55 +0000",blog,20240210,githubs engineering fundamentals program deliver availability security accessibility ensure 100 million users across uninterrupted access githubrsquos products services platform always available secure accessible beginnings platform open source also supporting 90 fortune 100 ongoing challenge face hold accountable delivering across engineering organization establishing engineering governancea hrefestablishingengineeringgovernance classhe,"['githubs', 'engineering', 'fundamentals', 'program', 'deliver', 'availability', 'security', 'accessibility', 'ensure', '100', 'million', 'users', 'across', 'uninterrupted', 'access', 'githubrsquos', 'products', 'services', 'platform', 'always', 'available', 'secure', 'accessible', 'beginnings', 'platform', 'open', 'source', 'also', 'supporting', '90', 'fortune', '100', 'ongoing', 'challenge', 'face', 'hold', 'accountable', 'delivering', 'across', 'engineering', 'organization', 'establishing', 'engineering', 'governancea', 'hrefestablishingengineeringgovernance', 'classhe']","['githubs', 'engineering', 'fundamentals', 'program', 'deliver', 'availability', 'security', 'accessibility']"
72,AppSec is harder than you think. Here’s how AI can help.,appsec harder think heres ai,find vulnerabilities earlier ship software faster good intentions behind drive shift application security workflows security teams developers shift left move software development lifecycle really work practice shifting left shifting burden rather ability appsec tools even claim developerfirst require certain degree security expertise deploy use interrupting coding process taking developers flow shifting left exacerbate problems meant address heres sobering statistic hrefhttpsw,https://github.blog/2024-02-06-appsec-is-harder-than-you-think-heres-how-ai-can-help/,"Tue, 06 Feb 2024 18:19:05 +0000",blog,20240210,appsec harder think heres ai find vulnerabilities earlier ship software faster good intentions behind drive shift application security workflows security teams developers shift left move software development lifecycle really work practice shifting left shifting burden rather ability appsec tools even claim developerfirst require certain degree security expertise deploy use interrupting coding process taking developers flow shifting left exacerbate problems meant address heres sobering statistic hrefhttpsw,"['appsec', 'harder', 'think', 'heres', 'ai', 'find', 'vulnerabilities', 'earlier', 'ship', 'software', 'faster', 'good', 'intentions', 'behind', 'drive', 'shift', 'application', 'security', 'workflows', 'security', 'teams', 'developers', 'shift', 'left', 'move', 'software', 'development', 'lifecycle', 'really', 'work', 'practice', 'shifting', 'left', 'shifting', 'burden', 'rather', 'ability', 'appsec', 'tools', 'even', 'claim', 'developerfirst', 'require', 'certain', 'degree', 'security', 'expertise', 'deploy', 'use', 'interrupting', 'coding', 'process', 'taking', 'developers', 'flow', 'shifting', 'left', 'exacerbate', 'problems', 'meant', 'address', 'heres', 'sobering', 'statistic', 'hrefhttpsw']","['appsec', 'harder', 'think', 'heres', 'ai']"
73,Release Radar · January 2024 Edition,release radar january 2024 edition,new year kicked developers hard work hope open source community members lovely holiday break we8217re looking forward seeing ship year 2024 already great start open source projects releasing major updates there8217s everything weekend projects changing technology let8217s take look staff picks month8217s release radar histojs 10 one great minds behind brainchop comes hrefhttpsgithubcommmas,https://github.blog/2024-02-02-release-radar-jan-2024/,"Fri, 02 Feb 2024 10:24:35 +0000",blog,20240210,release radar january 2024 edition new year kicked developers hard work hope open source community members lovely holiday break we8217re looking forward seeing ship year 2024 already great start open source projects releasing major updates there8217s everything weekend projects changing technology let8217s take look staff picks month8217s release radar histojs 10 one great minds behind brainchop comes hrefhttpsgithubcommmas,"['release', 'radar', 'january', '2024', 'edition', 'new', 'year', 'kicked', 'developers', 'hard', 'work', 'hope', 'open', 'source', 'community', 'members', 'lovely', 'holiday', 'break', 'we8217re', 'looking', 'forward', 'seeing', 'ship', 'year', '2024', 'already', 'great', 'start', 'open', 'source', 'projects', 'releasing', 'major', 'updates', 'there8217s', 'everything', 'weekend', 'projects', 'changing', 'technology', 'let8217s', 'take', 'look', 'staff', 'picks', 'month8217s', 'release', 'radar', 'histojs', '10', 'one', 'great', 'minds', 'behind', 'brainchop', 'comes', 'hrefhttpsgithubcommmas']","['release', 'radar', 'january', '2024', 'edition']"
74,Do you know if all your repositories have up-to-date dependencies?,know repositories uptodate dependencies,know repositories uptodate dependencies keeping repositories8217 dependencies date crucial maintaining quality security outdated dependencies expose project vulnerabilities compromise stability hinder overall performance order answer question created github action evergreen challenge,https://github.blog/2024-01-25-do-you-know-if-all-your-repositories-have-up-to-date-dependencies/,"Thu, 25 Jan 2024 22:28:44 +0000",blog,20240210,know repositories uptodate dependencies know repositories uptodate dependencies keeping repositories8217 dependencies date crucial maintaining quality security outdated dependencies expose project vulnerabilities compromise stability hinder overall performance order answer question created github action evergreen challenge,"['know', 'repositories', 'uptodate', 'dependencies', 'know', 'repositories', 'uptodate', 'dependencies', 'keeping', 'repositories8217', 'dependencies', 'date', 'crucial', 'maintaining', 'quality', 'security', 'outdated', 'dependencies', 'expose', 'project', 'vulnerabilities', 'compromise', 'stability', 'hinder', 'overall', 'performance', 'order', 'answer', 'question', 'created', 'github', 'action', 'evergreen', 'challenge']","['know', 'repositories', 'uptodate', 'dependencies']"
