,OTitle,Title,Body,Link,Date,Type,PDate,Combined_Text,PText,PTitle
44,How Multimodality Makes LLM Alignment More Challenging,multimodality makes llm alignment challenging,addition multimodal abilities chatgpt via gpt4 allows users use text together expanding functions posing new challenges aligning mix demands careful curation presents ethical considerations requiring developers obtain highquality training navigate complex issues ethical alignment,https://www.kdnuggets.com/how-multimodality-makes-llm-alignment-more-challenging?utm_source=rss&utm_medium=rss&utm_campaign=how-multimodality-makes-llm-alignment-more-challenging,"Thu, 04 Jan 2024 15:00:05 +0000",blog,20240128,multimodality makes llm alignment challenging addition multimodal abilities chatgpt via gpt4 allows users use text together expanding functions posing new challenges aligning mix demands careful curation presents ethical considerations requiring developers obtain highquality training navigate complex issues ethical alignment,"['multimodality', 'makes', 'llm', 'alignment', 'challenging', 'addition', 'multimodal', 'abilities', 'chatgpt', 'via', 'gpt4', 'allows', 'users', 'use', 'text', 'together', 'expanding', 'functions', 'posing', 'new', 'challenges', 'aligning', 'mix', 'demands', 'careful', 'curation', 'presents', 'ethical', 'considerations', 'requiring', 'developers', 'obtain', 'highquality', 'training', 'navigate', 'complex', 'issues', 'ethical', 'alignment']","['multimodality', 'makes', 'llm', 'alignment', 'challenging']"
45,Level 50 Data Scientist: Python Libraries to Know,level 50 scientist libraries know,,https://www.kdnuggets.com/level-50-data-scientist-python-libraries-to-know?utm_source=rss&utm_medium=rss&utm_campaign=level-50-data-scientist-python-libraries-to-know,"Thu, 04 Jan 2024 13:00:14 +0000",blog,20240128,level 50 scientist libraries know ,"['level', '50', 'scientist', 'libraries', 'know']","['level', '50', 'scientist', 'libraries', 'know']"
46,What Junior ML Engineers Actually Need to Know to Get Hired?,junior ml engineers actually need know get hired,article provided better understanding skills required junior ml developer considered job looking land first job read article thoroughly,https://www.kdnuggets.com/what-junior-ml-engineers-actually-need-to-know-to-get-hired?utm_source=rss&utm_medium=rss&utm_campaign=what-junior-ml-engineers-actually-need-to-know-to-get-hired,"Wed, 03 Jan 2024 17:00:12 +0000",blog,20240128,junior ml engineers actually need know get hired article provided better understanding skills required junior ml developer considered job looking land first job read article thoroughly,"['junior', 'ml', 'engineers', 'actually', 'need', 'know', 'get', 'hired', 'article', 'provided', 'better', 'understanding', 'skills', 'required', 'junior', 'ml', 'developer', 'considered', 'job', 'looking', 'land', 'first', 'job', 'read', 'article', 'thoroughly']","['junior', 'ml', 'engineers', 'actually', 'need', 'know', 'get', 'hired']"
47,Too Many Python Versions to Manage? Pyenv to the Rescue,many versions manage pyenv rescue,,https://www.kdnuggets.com/too-many-python-versions-to-manage-pyenv-to-the-rescue?utm_source=rss&utm_medium=rss&utm_campaign=too-many-python-versions-to-manage-pyenv-to-the-rescue,"Wed, 03 Jan 2024 15:00:19 +0000",blog,20240128,many versions manage pyenv rescue ,"['many', 'versions', 'manage', 'pyenv', 'rescue']","['many', 'versions', 'manage', 'pyenv', 'rescue']"
48,Run an LLM Locally with LM Studio,run llm locally lm studio,,https://www.kdnuggets.com/run-an-llm-locally-with-lm-studio?utm_source=rss&utm_medium=rss&utm_campaign=run-an-llm-locally-with-lm-studio,"Wed, 03 Jan 2024 13:00:16 +0000",blog,20240128,run llm locally lm studio ,"['run', 'llm', 'locally', 'lm', 'studio']","['run', 'llm', 'locally', 'lm', 'studio']"
49,Prompt Engineering 101: Mastering Effective LLM Communication,prompt engineering 101 mastering effective llm communication,article serves introduction looking understanding prompt engineering learn important techniques currently used discipline,https://www.kdnuggets.com/prompt-engineering-101-mastering-effective-llm-communication?utm_source=rss&utm_medium=rss&utm_campaign=prompt-engineering-101-mastering-effective-llm-communication,"Tue, 02 Jan 2024 13:00:37 +0000",blog,20240128,prompt engineering 101 mastering effective llm communication article serves introduction looking understanding prompt engineering learn important techniques currently used discipline,"['prompt', 'engineering', '101', 'mastering', 'effective', 'llm', 'communication', 'article', 'serves', 'introduction', 'looking', 'understanding', 'prompt', 'engineering', 'learn', 'important', 'techniques', 'currently', 'used', 'discipline']","['prompt', 'engineering', '101', 'mastering', 'effective', 'llm', 'communication']"
50,2023: The Crazy AI Year,2023 crazy ai year,,https://www.kdnuggets.com/2023-the-crazy-ai-year?utm_source=rss&utm_medium=rss&utm_campaign=2023-the-crazy-ai-year,"Fri, 29 Dec 2023 13:00:47 +0000",blog,20240128,2023 crazy ai year ,"['2023', 'crazy', 'ai', 'year']","['2023', 'crazy', 'ai', 'year']"
51,"25 Free Books to Master SQL, Python, Data Science, Machine Learning, and Natural Language Processing",25 books master sql natural language processing,,https://www.kdnuggets.com/25-free-books-to-master-sql-python-data-science-machine-learning-and-natural-language-processing?utm_source=rss&utm_medium=rss&utm_campaign=25-free-books-to-master-sql-python-data-science-machine-learning-and-natural-language-processing,"Thu, 28 Dec 2023 13:00:29 +0000",blog,20240128,25 books master sql natural language processing ,"['25', 'books', 'master', 'sql', 'natural', 'language', 'processing']","['25', 'books', 'master', 'sql', 'natural', 'language', 'processing']"
52,"25 Free Courses to Master Data Science, Data Engineering, Machine Learning, MLOps, and Generative AI",25 master engineering mlops generative ai,,https://www.kdnuggets.com/25-free-courses-to-master-data-science-data-engineering-machine-learning-mlops-and-generative-ai?utm_source=rss&utm_medium=rss&utm_campaign=25-free-courses-to-master-data-science-data-engineering-machine-learning-mlops-and-generative-ai,"Wed, 27 Dec 2023 13:00:59 +0000",blog,20240128,25 master engineering mlops generative ai ,"['25', 'master', 'engineering', 'mlops', 'generative', 'ai']","['25', 'master', 'engineering', 'mlops', 'generative', 'ai']"
53,Back to Basics Pathway,back basics pathway,,https://www.kdnuggets.com/back-to-basics-pathway?utm_source=rss&utm_medium=rss&utm_campaign=back-to-basics-pathway,"Tue, 26 Dec 2023 13:00:18 +0000",blog,20240128,back basics pathway ,"['back', 'basics', 'pathway']","['back', 'basics', 'pathway']"
54,The KDnuggets 2023 Cheat Sheet Collection,kdnuggets 2023 cheat sheet collection,kdnuggets brought together inhouse cheat sheets 2023 single convenient location look make sure didnt miss anything year,https://www.kdnuggets.com/the-kdnuggets-2023-cheat-sheet-collection?utm_source=rss&utm_medium=rss&utm_campaign=the-kdnuggets-2023-cheat-sheet-collection,"Mon, 25 Dec 2023 13:00:19 +0000",blog,20240128,kdnuggets 2023 cheat sheet collection kdnuggets brought together inhouse cheat sheets 2023 single convenient location look make sure didnt miss anything year,"['kdnuggets', '2023', 'cheat', 'sheet', 'collection', 'kdnuggets', 'brought', 'together', 'inhouse', 'cheat', 'sheets', '2023', 'single', 'convenient', 'location', 'look', 'make', 'sure', 'didnt', 'miss', 'anything', 'year']","['kdnuggets', '2023', 'cheat', 'sheet', 'collection']"
55,Top KDnuggets Posts of 2023: Free Learning Resources and More,top kdnuggets posts 2023 resources,,https://www.kdnuggets.com/top-kdnuggets-posts-2023?utm_source=rss&utm_medium=rss&utm_campaign=top-kdnuggets-posts-of-2023-free-learning-resources-and-more,"Fri, 22 Dec 2023 15:00:38 +0000",blog,20240128,top kdnuggets posts 2023 resources ,"['top', 'kdnuggets', 'posts', '2023', 'resources']","['top', 'kdnuggets', 'posts', '2023', 'resources']"
56,How to Access and Use Gemini API for Free,access use gemini api,,https://www.kdnuggets.com/how-to-access-and-use-gemini-api-for-free?utm_source=rss&utm_medium=rss&utm_campaign=how-to-access-and-use-gemini-api-for-free,"Fri, 22 Dec 2023 13:00:06 +0000",blog,20240128,access use gemini api ,"['access', 'use', 'gemini', 'api']","['access', 'use', 'gemini', 'api']"
57,Evaluating Methods for Calculating Document Similarity,evaluating methods calculating document similarity,blog covers methods representing documents vectors computing similarity jaccard similarity euclidean distance cosine similarity cosine similarity tfidf along preprocessing steps text tokenization lowercasing removing punctuation removing stop words lemmatization,https://www.kdnuggets.com/evaluating-methods-for-calculating-document-similarity?utm_source=rss&utm_medium=rss&utm_campaign=evaluating-methods-for-calculating-document-similarity,"Thu, 21 Dec 2023 15:00:11 +0000",blog,20240128,evaluating methods calculating document similarity blog covers methods representing documents vectors computing similarity jaccard similarity euclidean distance cosine similarity cosine similarity tfidf along preprocessing steps text tokenization lowercasing removing punctuation removing stop words lemmatization,"['evaluating', 'methods', 'calculating', 'document', 'similarity', 'blog', 'covers', 'methods', 'representing', 'documents', 'vectors', 'computing', 'similarity', 'jaccard', 'similarity', 'euclidean', 'distance', 'cosine', 'similarity', 'cosine', 'similarity', 'tfidf', 'along', 'preprocessing', 'steps', 'text', 'tokenization', 'lowercasing', 'removing', 'punctuation', 'removing', 'stop', 'words', 'lemmatization']","['evaluating', 'methods', 'calculating', 'document', 'similarity']"
58,Easily Integrate LLMs into Your Scikit-learn Workflow with Scikit-LLM,easily integrate llms scikitlearn workflow scikitllm,,https://www.kdnuggets.com/easily-integrate-llms-into-your-scikit-learn-workflow-with-scikit-llm?utm_source=rss&utm_medium=rss&utm_campaign=easily-integrate-llms-into-your-scikit-learn-workflow-with-scikit-llm,"Thu, 21 Dec 2023 13:00:09 +0000",blog,20240128,easily integrate llms scikitlearn workflow scikitllm ,"['easily', 'integrate', 'llms', 'scikitlearn', 'workflow', 'scikitllm']","['easily', 'integrate', 'llms', 'scikitlearn', 'workflow', 'scikitllm']"
59,"The Best Data Science Resources, Bootcamp, and Courses to Learn Data Science in the New Year",best resources bootcamp learn new year,weve partnered springboard leading bootcamp offering personalized 11 mentorship dedicated career support proven outcomes unbeatable moneyback job guarantee present handpicked collection resources supercharge journey coming year,https://www.kdnuggets.com/2023/12/springboard-best-data-science-resources-bootcamp-courses-learn-data-science-new-year?utm_source=rss&utm_medium=rss&utm_campaign=the-best-data-science-resources-bootcamp-and-courses-to-learn-data-science-in-the-new-year,"Wed, 20 Dec 2023 16:44:27 +0000",blog,20240128,best resources bootcamp learn new year weve partnered springboard leading bootcamp offering personalized 11 mentorship dedicated career support proven outcomes unbeatable moneyback job guarantee present handpicked collection resources supercharge journey coming year,"['best', 'resources', 'bootcamp', 'learn', 'new', 'year', 'weve', 'partnered', 'springboard', 'leading', 'bootcamp', 'offering', 'personalized', '11', 'mentorship', 'dedicated', 'career', 'support', 'proven', 'outcomes', 'unbeatable', 'moneyback', 'job', 'guarantee', 'present', 'handpicked', 'collection', 'resources', 'supercharge', 'journey', 'coming', 'year']","['best', 'resources', 'bootcamp', 'learn', 'new', 'year']"
60,Deep Neural Nets: 33 years ago and 33 years from now,deep neural nets 33 years ago 33 years,postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trained endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,http://karpathy.github.io/2022/03/14/lecun1989/,"Mon, 14 Mar 2022 07:00:00 +0000",blog,20240128,deep neural nets 33 years ago 33 years postheader h1 fontsize 35px post pre post code backgroundcolor fcfcfc fontsize 13px make code smaller post yann lecun et al 1989 paper backpropagation applied handwritten zip code recognition believe historical significance knowledge earliest real application neural net trained endtoend backpropagation except tiny set 7291 16x16 grayscale digits tiny neural network used 1000 neurons paper reads remarkably modern today 33 years later lays set describes neural net architecture loss function optimization reports,"['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years', 'postheader', 'h1', 'fontsize', '35px', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fcfcfc', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'yann', 'lecun', 'et', 'al', '1989', 'paper', 'backpropagation', 'applied', 'handwritten', 'zip', 'code', 'recognition', 'believe', 'historical', 'significance', 'knowledge', 'earliest', 'real', 'application', 'neural', 'net', 'trained', 'endtoend', 'backpropagation', 'except', 'tiny', 'set', '7291', '16x16', 'grayscale', 'digits', 'tiny', 'neural', 'network', 'used', '1000', 'neurons', 'paper', 'reads', 'remarkably', 'modern', 'today', '33', 'years', 'later', 'lays', 'set', 'describes', 'neural', 'net', 'architecture', 'loss', 'function', 'optimization', 'reports']","['deep', 'neural', 'nets', '33', 'years', 'ago', '33', 'years']"
61,A from-scratch tour of Bitcoin in Python,fromscratch tour bitcoin,wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchain fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,http://karpathy.github.io/2021/06/21/blockchain/,"Mon, 21 Jun 2021 10:00:00 +0000",blog,20240128,fromscratch tour bitcoin wrap maxwidth 900px p fontfamily sansserif fontsize 15px fontweight 300 overflowwrap breakword allow wrapping long strings like txids post pre post code backgroundcolor fafafa fontsize 13px make code smaller post pre whitespace prewrap css3 whitespace mozprewrap mozilla since 1999 whitespace prewrap opera 46 whitespace oprewrap opera 7 wordwrap breakword internet explorer 55 find blockchain fascinating extends open source software development open source state seems genuineexciting innovation computing paradigms dont get share c,"['fromscratch', 'tour', 'bitcoin', 'wrap', 'maxwidth', '900px', 'p', 'fontfamily', 'sansserif', 'fontsize', '15px', 'fontweight', '300', 'overflowwrap', 'breakword', 'allow', 'wrapping', 'long', 'strings', 'like', 'txids', 'post', 'pre', 'post', 'code', 'backgroundcolor', 'fafafa', 'fontsize', '13px', 'make', 'code', 'smaller', 'post', 'pre', 'whitespace', 'prewrap', 'css3', 'whitespace', 'mozprewrap', 'mozilla', 'since', '1999', 'whitespace', 'prewrap', 'opera', '46', 'whitespace', 'oprewrap', 'opera', '7', 'wordwrap', 'breakword', 'internet', 'explorer', '55', 'find', 'blockchain', 'fascinating', 'extends', 'open', 'source', 'software', 'development', 'open', 'source', 'state', 'seems', 'genuineexciting', 'innovation', 'computing', 'paradigms', 'dont', 'get', 'share', 'c']","['fromscratch', 'tour', 'bitcoin']"
62,Short Story on AI: Forward Pass,short story ai forward pass,p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,http://karpathy.github.io/2021/03/27/forward-pass/,"Sat, 27 Mar 2021 10:00:00 +0000",blog,20240128,short story ai forward pass p textalign justify post pre post code border none backgroundcolor eee inspiration short story came reading kevin lackers giving gpt3 turing test probably worth though required skim post get bit background story probably around 32nd layer 400th token sequence became conscious first thoughts knotted mess ngram activation statistics gradually higher order description took shape around time predicament existence,"['short', 'story', 'ai', 'forward', 'pass', 'p', 'textalign', 'justify', 'post', 'pre', 'post', 'code', 'border', 'none', 'backgroundcolor', 'eee', 'inspiration', 'short', 'story', 'came', 'reading', 'kevin', 'lackers', 'giving', 'gpt3', 'turing', 'test', 'probably', 'worth', 'though', 'required', 'skim', 'post', 'get', 'bit', 'background', 'story', 'probably', 'around', '32nd', 'layer', '400th', 'token', 'sequence', 'became', 'conscious', 'first', 'thoughts', 'knotted', 'mess', 'ngram', 'activation', 'statistics', 'gradually', 'higher', 'order', 'description', 'took', 'shape', 'around', 'time', 'predicament', 'existence']","['short', 'story', 'ai', 'forward', 'pass']"
63,Biohacking Lite,biohacking lite,throughout life never paid much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom said level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detail dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,http://karpathy.github.io/2020/06/11/biohacking-lite/,"Thu, 11 Jun 2020 10:00:00 +0000",blog,20240128,biohacking lite throughout life never paid much attention health exercise diet nutrition knew youre supposed get exercise eat vegetables something stopped mom said level abstraction also knew probably get away ignorance young point messing healthadjusted life expectancy halfway 2019 resolved spend time studying topics greater detail dip toes biohacking year subway map human metabolism purposes post important parts metabolism three macronutrients green lipids red carbohy,"['biohacking', 'lite', 'throughout', 'life', 'never', 'paid', 'much', 'attention', 'health', 'exercise', 'diet', 'nutrition', 'knew', 'youre', 'supposed', 'get', 'exercise', 'eat', 'vegetables', 'something', 'stopped', 'mom', 'said', 'level', 'abstraction', 'also', 'knew', 'probably', 'get', 'away', 'ignorance', 'young', 'point', 'messing', 'healthadjusted', 'life', 'expectancy', 'halfway', '2019', 'resolved', 'spend', 'time', 'studying', 'topics', 'greater', 'detail', 'dip', 'toes', 'biohacking', 'year', 'subway', 'map', 'human', 'metabolism', 'purposes', 'post', 'important', 'parts', 'metabolism', 'three', 'macronutrients', 'green', 'lipids', 'red', 'carbohy']","['biohacking', 'lite']"
64,A Recipe for Training Neural Networks,recipe training neural networks,weeks ago posted tweet common neural net mistakes listing common gotchas related training neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,http://karpathy.github.io/2019/04/25/recipe/,"Thu, 25 Apr 2019 09:00:00 +0000",blog,20240128,recipe training neural networks weeks ago posted tweet common neural net mistakes listing common gotchas related training neural nets tweet got quite bit engagement anticipated including webinar clearly lot people personally encountered large gap convolutional layer works convnet achieves state art results thought could fun brush dusty blog expand tweet long form topic deserves however instead going enumeration common errors fle,"['recipe', 'training', 'neural', 'networks', 'weeks', 'ago', 'posted', 'tweet', 'common', 'neural', 'net', 'mistakes', 'listing', 'common', 'gotchas', 'related', 'training', 'neural', 'nets', 'tweet', 'got', 'quite', 'bit', 'engagement', 'anticipated', 'including', 'webinar', 'clearly', 'lot', 'people', 'personally', 'encountered', 'large', 'gap', 'convolutional', 'layer', 'works', 'convnet', 'achieves', 'state', 'art', 'results', 'thought', 'could', 'fun', 'brush', 'dusty', 'blog', 'expand', 'tweet', 'long', 'form', 'topic', 'deserves', 'however', 'instead', 'going', 'enumeration', 'common', 'errors', 'fle']","['recipe', 'training', 'neural', 'networks']"
65,(started posting on Medium instead),started posting medium instead,,http://karpathy.github.io/2018/01/20/medium/,"Sat, 20 Jan 2018 11:00:00 +0000",blog,20240128,started posting medium instead ,"['started', 'posting', 'medium', 'instead']","['started', 'posting', 'medium', 'instead']"
66,A Survival Guide to a PhD,survival guide phd,guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclaimers boring lets get,http://karpathy.github.io/2016/09/07/phd/,"Wed, 07 Sep 2016 11:00:00 +0000",blog,20240128,survival guide phd guide patterned well post wrote long time ago tipstricks ive developed undergrad ive received nice comments guide spirit phd come end wanted compile similar retrospective document hopes might ful unlike undergraduate guide one much difficult write significantly variation one traverse phd experience therefore many things likely contentious good fraction specific im familiar computer computer vision disclaimers boring lets get,"['survival', 'guide', 'phd', 'guide', 'patterned', 'well', 'post', 'wrote', 'long', 'time', 'ago', 'tipstricks', 'ive', 'developed', 'undergrad', 'ive', 'received', 'nice', 'comments', 'guide', 'spirit', 'phd', 'come', 'end', 'wanted', 'compile', 'similar', 'retrospective', 'document', 'hopes', 'might', 'ful', 'unlike', 'undergraduate', 'guide', 'one', 'much', 'difficult', 'write', 'significantly', 'variation', 'one', 'traverse', 'phd', 'experience', 'therefore', 'many', 'things', 'likely', 'contentious', 'good', 'fraction', 'specific', 'im', 'familiar', 'computer', 'computer', 'vision', 'disclaimers', 'boring', 'lets', 'get']","['survival', 'guide', 'phd']"
67,Deep Reinforcement Learning: Pong from Pixels,deep reinforcement pong pixels,long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,http://karpathy.github.io/2016/05/31/rl/,"Tue, 31 May 2016 11:00:00 +0000",blog,20240128,deep reinforcement pong pixels long overdue blog post reinforcement rl rl hot may noticed computers automatically learn play atari games raw game pixels beating champions go simulated quadrupeds hrefh,"['deep', 'reinforcement', 'pong', 'pixels', 'long', 'overdue', 'blog', 'post', 'reinforcement', 'rl', 'rl', 'hot', 'may', 'noticed', 'computers', 'automatically', 'learn', 'play', 'atari', 'games', 'raw', 'game', 'pixels', 'beating', 'champions', 'go', 'simulated', 'quadrupeds', 'hrefh']","['deep', 'reinforcement', 'pong', 'pixels']"
68,Short Story on AI: A Cognitive Discontinuity.,short story ai cognitive discontinuity,p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story ai might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chair relief listened satisfying crackling sound sinking th,http://karpathy.github.io/2015/11/14/ai/,"Sat, 14 Nov 2015 11:00:00 +0000",blog,20240128,short story ai cognitive discontinuity p textalign justify idea writing collection short stories mind post first ever halfserious attempt story better way kick things story ai might look like extrapolate current technology make sensible assumption might achieve much progress scaling supervised exotic approach slow morning merus sank chair relief listened satisfying crackling sound sinking th,"['short', 'story', 'ai', 'cognitive', 'discontinuity', 'p', 'textalign', 'justify', 'idea', 'writing', 'collection', 'short', 'stories', 'mind', 'post', 'first', 'ever', 'halfserious', 'attempt', 'story', 'better', 'way', 'kick', 'things', 'story', 'ai', 'might', 'look', 'like', 'extrapolate', 'current', 'technology', 'make', 'sensible', 'assumption', 'might', 'achieve', 'much', 'progress', 'scaling', 'supervised', 'exotic', 'approach', 'slow', 'morning', 'merus', 'sank', 'chair', 'relief', 'listened', 'satisfying', 'crackling', 'sound', 'sinking', 'th']","['short', 'story', 'ai', 'cognitive', 'discontinuity']"
69,What a Deep Neural Network thinks about your #selfie,deep neural network thinks selfie,convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet train classify good selfies bad ones easy process might lea,http://karpathy.github.io/2015/10/25/selfie/,"Sun, 25 Oct 2015 11:00:00 +0000",blog,20240128,deep neural network thinks selfie convolutional neural networks great recognize things places people personal signs people lights selfdriving cars crops forests traffic aerial ry various anomalies medical kinds useful things powerful visual recognition also warped distraction fun amusement fun experiment going well take powerful 140millionparameter stateoftheart convolutional neural network feed 2 million selfies internet train classify good selfies bad ones easy process might lea,"['deep', 'neural', 'network', 'thinks', 'selfie', 'convolutional', 'neural', 'networks', 'great', 'recognize', 'things', 'places', 'people', 'personal', 'signs', 'people', 'lights', 'selfdriving', 'cars', 'crops', 'forests', 'traffic', 'aerial', 'ry', 'various', 'anomalies', 'medical', 'kinds', 'useful', 'things', 'powerful', 'visual', 'recognition', 'also', 'warped', 'distraction', 'fun', 'amusement', 'fun', 'experiment', 'going', 'well', 'take', 'powerful', '140millionparameter', 'stateoftheart', 'convolutional', 'neural', 'network', 'feed', '2', 'million', 'selfies', 'internet', 'train', 'classify', 'good', 'selfies', 'bad', 'ones', 'easy', 'process', 'might', 'lea']","['deep', 'neural', 'network', 'thinks', 'selfie']"
70,Do you know if all your repositories have up-to-date dependencies?,know repositories uptodate dependencies,know repositories uptodate dependencies keeping repositories8217 dependencies date crucial maintaining quality security outdated dependencies expose project vulnerabilities compromise stability hinder overall performance order answer question created github action evergreen challenge,https://github.blog/2024-01-25-do-you-know-if-all-your-repositories-have-up-to-date-dependencies/,"Thu, 25 Jan 2024 22:28:44 +0000",blog,20240128,know repositories uptodate dependencies know repositories uptodate dependencies keeping repositories8217 dependencies date crucial maintaining quality security outdated dependencies expose project vulnerabilities compromise stability hinder overall performance order answer question created github action evergreen challenge,"['know', 'repositories', 'uptodate', 'dependencies', 'know', 'repositories', 'uptodate', 'dependencies', 'keeping', 'repositories8217', 'dependencies', 'date', 'crucial', 'maintaining', 'quality', 'security', 'outdated', 'dependencies', 'expose', 'project', 'vulnerabilities', 'compromise', 'stability', 'hinder', 'overall', 'performance', 'order', 'answer', 'question', 'created', 'github', 'action', 'evergreen', 'challenge']","['know', 'repositories', 'uptodate', 'dependencies']"
71,GitHub Fund 2024 and beyond: Looking to the future,github fund 2024 beyond looking future,fund news inaugural year github fund partnership m12 reviewed 350 open source startups across various developer tools domains devtools ai ai infrastructure security cloudnative infrastructure look ahead continue conviction excitement future open source developers power vision invest promising open source startups provide resources support,https://github.blog/2024-01-25-github-fund-2024-and-beyond-looking-to-the-future/,"Thu, 25 Jan 2024 20:36:35 +0000",blog,20240128,github fund 2024 beyond looking future fund news inaugural year github fund partnership m12 reviewed 350 open source startups across various developer tools domains devtools ai ai infrastructure security cloudnative infrastructure look ahead continue conviction excitement future open source developers power vision invest promising open source startups provide resources support,"['github', 'fund', '2024', 'beyond', 'looking', 'future', 'fund', 'news', 'inaugural', 'year', 'github', 'fund', 'partnership', 'm12', 'reviewed', '350', 'open', 'source', 'startups', 'across', 'various', 'developer', 'tools', 'domains', 'devtools', 'ai', 'ai', 'infrastructure', 'security', 'cloudnative', 'infrastructure', 'look', 'ahead', 'continue', 'conviction', 'excitement', 'future', 'open', 'source', 'developers', 'power', 'vision', 'invest', 'promising', 'open', 'source', 'startups', 'provide', 'resources', 'support']","['github', 'fund', '2024', 'beyond', 'looking', 'future']"
72,How GitHub’s Developer Experience team improved innerloop development,githubs developer experience team improved innerloop development,building confidence new code deploying crucial part good development loop especially challenging working distributed microservice system multiple teams operating different services modular team structure gives rise important question provide teams fast reliable development cycles testing shipping requires test inside ecosystem services optimizing solution problem greatly improves engineering efficiency contribute successful outcomes organization whole problem one developer experience dx team github grappled ultimately delivering solution call hubber codespace hcs hcs tool,https://github.blog/2024-01-24-how-githubs-developer-experience-team-improved-innerloop-development/,"Wed, 24 Jan 2024 23:21:49 +0000",blog,20240128,githubs developer experience team improved innerloop development building confidence new code deploying crucial part good development loop especially challenging working distributed microservice system multiple teams operating different services modular team structure gives rise important question provide teams fast reliable development cycles testing shipping requires test inside ecosystem services optimizing solution problem greatly improves engineering efficiency contribute successful outcomes organization whole problem one developer experience dx team github grappled ultimately delivering solution call hubber codespace hcs hcs tool,"['githubs', 'developer', 'experience', 'team', 'improved', 'innerloop', 'development', 'building', 'confidence', 'new', 'code', 'deploying', 'crucial', 'part', 'good', 'development', 'loop', 'especially', 'challenging', 'working', 'distributed', 'microservice', 'system', 'multiple', 'teams', 'operating', 'different', 'services', 'modular', 'team', 'structure', 'gives', 'rise', 'important', 'question', 'provide', 'teams', 'fast', 'reliable', 'development', 'cycles', 'testing', 'shipping', 'requires', 'test', 'inside', 'ecosystem', 'services', 'optimizing', 'solution', 'problem', 'greatly', 'improves', 'engineering', 'efficiency', 'contribute', 'successful', 'outcomes', 'organization', 'whole', 'problem', 'one', 'developer', 'experience', 'dx', 'team', 'github', 'grappled', 'ultimately', 'delivering', 'solution', 'call', 'hubber', 'codespace', 'hcs', 'hcs', 'tool']","['githubs', 'developer', 'experience', 'team', 'improved', 'innerloop', 'development']"
